StockCode,Description,Product_Category,Total_Revenue,Total_Quantity_Sold,Total_Orders,Avg_Price,Unique_Customers
21705,BAG 500G SWIRLY MARBLES,BAGS,4.95,3,2,1.65,2
21247,SET OF RED SALAD SERVERS,SETS,4.92,2,2,2.46,1
37492C,GREEN BLUE FLOWER PIGGY BANK,OTHER,4.65,1,1,4.65,1
84792,ENCHANTED BIRD COATHANGER 5 HOOK,OTHER,4.65,1,1,4.65,1
37492A,YELLOW RED FLOWER PIGGY BANK,OTHER,4.65,1,1,4.65,1
21917,SET 12 KIDS  WHITE CHALK STICKS,SETS,4.62,11,2,0.42,2
85226A,WHITE/BLUE PULL BACK RACING CAR,OTHER,4.45,6,2,1.12,1
90120C,GREEN MURANO TWIST BRACELET,OTHER,4.33,1,1,4.33,0
21626,VINTAGE UNION JACK PENNANT,OTHER,4.3,1,1,4.3,0
82599,FANNY'S REST STOPMETAL SIGN,OTHER,4.3,1,1,4.3,0
20616,CHERRY BLOSSOM PASSPORT COVER,OTHER,4.3,1,1,4.3,0
20863,BLUE PATCH PENCIL CASE PINK HEART,OTHER,4.3,1,1,4.3,0
20618,QUEEN OF THE SKIES PASSPORT COVER,OTHER,4.3,1,1,4.3,0
21266,VINTAGE SILVER TINSEL REEL,OTHER,4.3,1,1,4.3,0
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,LIGHTING,4.3,1,1,4.3,0
47518F,ICON PLACEMAT POP ART ELVIS,OTHER,4.3,1,1,4.3,0
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,OTHER,4.3,1,1,4.3,0
21157,RED SPOTTY WASHBAG,BAGS,4.3,1,1,4.3,0
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,OTHER,4.25,5,2,0.85,2
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,OTHER,4.25,1,1,4.25,0
84688,BEACH HUT DESIGN BLACKBOARD,OTHER,4.25,1,1,4.25,1
22070,SMALL RETRO SPOT MUG IN BOX  RED,OTHER,4.25,41,5,3.55,5
72783,BLACK SIL'T SQU CANDLE PLATE,OTHER,4.2,2,1,2.1,1
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,LIGHTING,4.2,2,1,2.1,1
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,LIGHTING,4.2,2,2,2.1,2
85088,CANDY SPOT HAND BAG,BAGS,4.2,2,1,2.1,1
85113,POLKA DOT PISTACHIO PAIL,OTHER,4.2,2,2,2.1,2
21417,COCKLE SHELL DISH,OTHER,4.2,2,1,2.1,1
20621,ECONOMY PASSPORT COVER,OTHER,4.2,2,2,2.1,1
84251F,"GREETING CARD, RITA",OTHER,4.0,14,2,0.52,1
10123C,HEARTS WRAPPING TAPE,OTHER,3.9,3,1,1.3,0
84526,GIANT BLACK SUNGLASSES,OTHER,3.9,2,1,1.95,1
90039D,FIRE POLISHED GLASS BRACELET GREEN,OTHER,3.9,1,1,3.9,0
90040D,MURANO STYLE GLASS BRACELET PINK,OTHER,3.9,1,1,3.9,0
20655,QUEEN OF SKIES LUGGAGE TAG,OTHER,3.82,2,2,1.91,1
20714,POSY SHOPPER BAG,BAGS,3.82,2,2,1.91,1
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,OTHER,3.82,2,2,1.91,1
84580,MOUSE TOY WITH PINK T-SHIRT,OTHER,3.75,1,1,3.75,1
20818,GOLD TEDDY BEAR,OTHER,3.75,1,1,3.75,1
21468,BUTTERFLY CROCHET FOOD COVER,OTHER,3.75,1,1,3.75,1
22202,MILK PAN PINK RETROSPOT,OTHER,3.75,1,1,3.75,1
84660C,PINK STITCHED WALL CLOCK,OTHER,3.75,1,1,3.75,1
21617,4 LILY  BOTANICAL DINNER CANDLES,OTHER,3.75,1,1,3.75,1
20716,PARTY FOOD SHOPPER BAG,BAGS,3.75,3,1,1.25,1
84660B,BLACK STITCHED WALL CLOCK,OTHER,3.75,1,1,3.75,1
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,OTHER,3.75,3,1,1.25,1
22110,BIRD HOUSE HOT WATER BOTTLE,OTHER,3.45,1,1,3.45,1
85031C,CURIOUS IMAGES SCRAP BOOK SET,SETS,3.43,1,1,3.43,0
22054,MINI CAKE STAND HANGING HEARTS,OTHER,3.43,1,1,3.43,0
22286,"DECORATION , WOBBLY RABBIT , METAL",OTHER,3.43,1,1,3.43,0
21284,RETRO SPOT CANDLE  SMALL,OTHER,3.43,1,1,3.43,0
21160,KEEP OUT GIRLS DOOR HANGER,OTHER,3.43,1,1,3.43,0
21198,WHITE HEART CONFETTI IN TUBE,OTHER,3.43,1,1,3.43,0
85130A,BEADED PEARL HEART WHITE LARGE,OTHER,3.43,1,1,3.43,0
82076,BEECH WOOD PHOTO FRAME,OTHER,3.43,1,1,3.43,0
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,SETS,3.43,1,1,3.43,0
84877B,GREEN ROUND COMPACT MIRROR,OTHER,3.43,1,1,3.43,0
84705B,FAIRY CAKES PHOTO FRAME,OTHER,3.43,1,1,3.43,0
22058,CERAMIC LOVE HEARTS DESIGN MUG,OTHER,3.43,1,1,3.43,0
85040A,S/4 PINK FLOWER CANDLES IN BOWL,OTHER,3.43,1,1,3.43,0
85031A,ROMANTIC IMAGES SCRAP BOOK SET,SETS,3.43,1,1,3.43,0
21725,SWEETIES  STICKERS,OTHER,3.4,3,2,1.27,1
21063,PARTY INVITES JAZZ HEARTS,OTHER,3.4,4,1,0.85,1
20994,JAZZ HEARTS SPIRAL NOTEPAD,OTHER,3.4,4,2,0.85,2
21719,LOVELY BONBON STICKER SHEET,OTHER,3.4,2,1,1.7,0
21704,BAG 250G SWIRLY MARBLES,BAGS,3.4,3,2,1.27,1
10123G,ARMY CAMO WRAPPING TAPE,OTHER,3.4,2,1,1.7,0
21722,SWEET PUDDING STICKER SHEET,OTHER,3.4,2,1,1.7,0
21015,DARK BIRD HOUSE TREE DECORATION,OTHER,3.4,4,1,0.85,1
84341B,SMALL PINK MAGIC CHRISTMAS TREE,SEASONAL,3.4,4,2,0.85,2
85116,BLACK CANDELABRA T-LIGHT HOLDER,LIGHTING,3.4,2,1,1.7,0
21014,SWISS CHALET TREE DECORATION,OTHER,3.4,4,1,0.85,1
21721,CANDY SHOP  STICKER SHEET,OTHER,3.4,2,1,1.7,0
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,OTHER,3.4,4,1,0.85,1
47587A,PINK FAIRY CAKE COASTER,OTHER,3.4,2,1,1.7,0
51014A,"FEATHER PEN,HOT PINK",OTHER,3.4,2,2,1.7,0
37422,WHITE WITH BLACK CATS BOWL,OTHER,3.4,2,1,1.7,0
17109B,FLOWER FAIRY INCENSE LAVENDER,OTHER,3.38,2,1,1.69,1
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,LIGHTING,3.38,2,1,1.69,1
84849B,FAIRY SOAP SOAP HOLDER,OTHER,3.38,2,1,1.69,1
84388,WISE MAN STAR SHAPE EGG PAN,OTHER,3.3,2,2,1.65,2
72796B,S/3 FRENCH VANILLA SQU CANDLE,OTHER,3.3,2,1,1.65,1
21187,WHITE BELL HONEYCOMB PAPER GARLAND,OTHER,3.3,2,1,1.65,0
21883,STARS GIFT TAPE,GIFTS,3.0,3,3,1.0,2
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,OTHER,2.98,2,1,1.49,1
84402D,PINK DRESS JEWELLERY STAND,OTHER,2.95,1,1,2.95,1
21937,STRAWBERRY   PICNIC BAG,BAGS,2.95,1,1,2.95,1
79302M,"ART LIGHTS,FUNK MONKEY",LIGHTING,2.95,1,1,2.95,1
21932,SCANDINAVIAN PAISLEY PICNIC BAG,BAGS,2.95,1,1,2.95,1
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,OTHER,2.95,1,1,2.95,1
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,LIGHTING,2.95,1,1,2.95,1
35648,VINTAGE BEAD PINK PURSE,OTHER,2.95,1,1,2.95,1
85185F,LION SOCK PUPPET,OTHER,2.95,1,1,2.95,1
20906,VINTAGE NOTEBOOK BEAUTY GIRL,OTHER,2.95,1,1,2.95,1
21253,SET OF PICTURE FRAME  STICKERS,SETS,2.95,1,1,2.95,1
21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,OTHER,2.95,1,1,2.95,1
21992,VINTAGE PAISLEY STATIONERY SET,SETS,2.95,1,1,2.95,1
15044B,BLUE PAPER PARASOL,OTHER,2.95,1,1,2.95,1
84985A,SET OF 72 GREEN PAPER DOILIES,SETS,2.9,2,1,1.45,1
21973,SET OF 36 MUSHROOM PAPER DOILIES,SETS,2.9,2,1,1.45,1
21972,SET OF 36 DINOSAUR PAPER DOILIES,SETS,2.9,2,1,1.45,1
21211,SET OF 72 SKULL PAPER  DOILIES,SETS,2.9,2,1,1.45,1
21158,MOODY GIRL DOOR HANGER,OTHER,2.9,2,1,1.45,1
46000S,POLYESTER FILLER PAD 40X40CM,OTHER,2.9,2,1,1.45,1
47598,NEW ENGLAND EGG WARMER,OTHER,2.6,2,2,1.3,0
90208,PAIR OF ENAMEL FLOWER CLUSTER SLIDE,OTHER,2.59,1,1,2.59,0
90188,DROP EARRINGS W FLOWER & LEAF,OTHER,2.59,1,1,2.59,0
90171,DAISY RING,OTHER,2.58,2,1,1.29,0
82607C,GLASS BONBON JAR. SUPERFINES,OTHER,2.57,1,1,2.57,0
77081,FLOWER WINDMILL,OTHER,2.57,1,1,2.57,0
22289,"DECORATION , HANGING METAL CHICKEN",OTHER,2.57,1,1,2.57,0
22288,"DECORATION , HANGING METAL RABBIT",OTHER,2.57,1,1,2.57,0
85169B,BLACK LOVE BIRD CANDLE,OTHER,2.57,1,1,2.57,0
79026B,"S/4 ICON COASTER,ELVIS LIVES",OTHER,2.57,1,1,2.57,0
20654,FIRST CLASS LUGGAGE TAG,OTHER,2.57,1,1,2.57,0
85015,SET OF 12  VINTAGE POSTCARD SET,SETS,2.57,1,1,2.57,0
21445,12 PINK ROSE PEG PLACE SETTINGS,SETS,2.57,1,1,2.57,0
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",OTHER,2.57,1,1,2.57,0
37464,ROBOT MUG IN DISPLAY BOX,OTHER,2.57,1,1,2.57,0
20652,BLUE SPOTTY LUGGAGE TAG,OTHER,2.57,1,1,2.57,0
85129D,BEADED CRYSTAL HEART PINK SMALL,OTHER,2.57,1,1,2.57,0
37348,SET OF 4 PASTEL STACKING MUGS,SETS,2.55,1,1,2.55,1
20756,GREEN FERN POCKET BOOK,OTHER,2.55,3,1,0.85,1
20758,ABSTRACT CIRCLES POCKET BOOK,OTHER,2.55,3,1,0.85,1
21724,PANDA AND BUNNIES STICKER SHEET,OTHER,2.55,2,2,1.27,1
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,SEASONAL,2.55,1,1,2.55,1
18097B,BLUE TALL PORCELAIN T-LIGHT HOLDER,LIGHTING,2.55,1,1,2.55,1
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,OTHER,2.55,1,1,2.55,1
21560,TOADSTOOL  LUNCHBOX WITH CUTLERY,OTHER,2.55,1,1,2.55,0
84925E,FLOWERS WALL THERMOMETER,OTHER,2.55,1,1,2.55,1
20992,JAZZ HEARTS PURSE NOTEBOOK,OTHER,2.55,3,1,0.85,1
90042A,FRESHWATER PEARL BRACELET GOLD,OTHER,2.55,1,1,2.55,1
84925C,FAIRY CAKES  WALL THERMOMETER,OTHER,2.55,1,1,2.55,1
84925A,WAKE UP COCKEREL WALL THERMOMETER,OTHER,2.55,1,1,2.55,1
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,OTHER,2.55,1,1,2.55,1
21102,"CANDLE IN JAR COLLAGE , VANILLA",OTHER,2.55,1,1,2.55,1
47556,SET/2 SPOTTY + ROSE TEA TOWELS,SETS,2.55,1,1,2.55,1
35051B,PINK BEADED CONE CHRISTMAS,SEASONAL,2.52,6,1,0.42,1
35954,SMALL FOLKART STAR CHRISTMAS DEC,SEASONAL,2.52,6,1,0.42,1
18010,ASSORTED FRAGRANCE BATH CONFETTI,OTHER,2.52,6,1,0.42,1
90214S,"LETTER ""S"" BLING KEY RING",OTHER,2.5,2,2,1.25,2
84510C,SET OF 4 POLKADOTS COASTERS,SETS,2.5,2,1,1.25,1
35981C,WHITE SNOW SCANDINAVIAN STOCKING,OTHER,2.5,2,1,1.25,1
21872,GLAMOROUS  MUG,OTHER,2.5,2,1,1.25,1
21070,VINTAGE BILLBOARD MUG,OTHER,2.5,2,1,1.25,1
90214H,"LETTER ""H"" BLING KEY RING",OTHER,2.5,2,1,1.25,1
21066,VINTAGE RED MUG,OTHER,2.5,2,1,1.25,1
21179,NO JUNK MAIL METAL SIGN,OTHER,2.5,2,1,1.25,1
84510F,SET OF 4 NEW ENGLAND COASTERS,SETS,2.5,2,1,1.25,1
47503G,ASS FLORAL PRINT TAPE MEASURE,OTHER,2.5,2,1,1.25,1
21272,SALLE DE BAIN HOOK,OTHER,2.5,2,1,1.25,1
20660,VIP LUGGAGE TAG,OTHER,2.5,2,2,1.25,2
90005A,JADE GREEN ENAMEL HAIR COMB,OTHER,2.16,1,1,2.16,0
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,BAGS,2.1,1,1,2.1,1
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,LIGHTING,2.1,1,1,2.1,1
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,BAGS,2.1,1,1,2.1,1
20619,TROPICAL PASSPORT COVER,OTHER,2.1,1,1,2.1,1
85032A,ROMANTIC IMAGES GIFT WRAP SET,SETS,2.1,1,1,2.1,1
35809B,ENAMEL BLUE RIM TEA CONTAINER,OTHER,2.1,1,1,2.1,1
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,OTHER,2.1,1,1,2.1,1
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,SETS,2.1,1,1,2.1,1
35995,SET/6 BLACK GLITTER REINDEER CANDLE,SETS,2.1,1,1,2.1,1
20991,JAZZ HEARTS MAGNETIC MEMO PAD,OTHER,1.95,2,2,0.98,1
82578,KITCHEN METAL SIGN,OTHER,1.85,2,2,0.92,1
18007,ESSENTIAL BALM 3.5G TIN IN ENVELOPE,OTHER,1.8,10,2,0.18,2
21983,PACK OF 12 BLUE PAISLEY TISSUES,OTHER,1.74,6,1,0.29,1
37462B,"PET MUG, BUDGIE",OTHER,1.72,2,1,0.86,0
85086A,CANDY SPOT HEART DECORATION,OTHER,1.7,1,1,1.7,0
72598,SET/12 TAPER CANDLES,SETS,1.7,1,1,1.7,0
21542,WOODLAND WATER TRANSFER TATTOOS,OTHER,1.7,1,1,1.7,0
72051S,BAG OF SILVER STONES,BAGS,1.7,3,2,0.64,0
30086C,ASSORTED FRUIT STRAWS,OTHER,1.7,1,1,1.7,0
20832,RED FLOCK LOVE HEART PHOTO FRAME,OTHER,1.7,1,1,1.7,0
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,LIGHTING,1.7,1,1,1.7,0
22261,FELT EGG COSY WHITE RABBIT,OTHER,1.7,1,1,1.7,0
21899,"KEY FOB , GARAGE DESIGN",OTHER,1.7,1,1,1.7,0
85212,MINI PAINTED GARDEN DECORATION,OTHER,1.7,1,1,1.7,0
81952V,ROUND PURPLE CLOCK W/SUCKER,OTHER,1.7,1,1,1.7,0
72754D,F FAIRY POTPOURRI CUSHIONS SUMMER,OTHER,1.69,1,1,1.69,1
72754B,F FAIRY POTPOURRI CUSHIONS LAVENDER,OTHER,1.69,1,1,1.69,1
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,OTHER,1.65,1,1,1.65,1
47591A,CAROUSEL DES CHILD'S APRON,OTHER,1.65,1,1,1.65,1
72798C,SET/4 GARDEN ROSE DINNER CANDLE,SETS,1.65,1,1,1.65,1
84874B,BLUE TRAVEL FIRST AID KIT,OTHER,1.65,1,1,1.65,1
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,LIGHTING,1.65,1,1,1.65,1
71028B,SILVER BLUE EGG T-LIGHT HOLDER,LIGHTING,1.65,1,1,1.65,1
47471,RAINBOW PEGS PHOTO CLIP STRING,OTHER,1.52,1,1,1.52,0
22330,72 ROUND PINK DOILIES,OTHER,1.45,1,1,1.45,1
84673B,BLUE FLY SWAT,OTHER,1.3,1,1,1.3,0
21880,RED AND WHITE SPOT TAPE,OTHER,1.3,2,2,0.65,2
79190B,RETRO PLASTIC POLKA TRAY,OTHER,1.26,3,1,0.42,1
21873,IF YOU CAN'T STAND THE HEAT MUG,OTHER,1.25,1,1,1.25,1
22096,PINK PAISLEY SQUARE TISSUE BOX,OTHER,1.25,1,1,1.25,1
20986,BLUE CALCULATOR RULER,OTHER,1.25,1,1,1.25,1
21874,GIN AND TONIC MUG,OTHER,1.25,1,1,1.25,1
20985,HEART CALCULATOR,OTHER,1.25,1,1,1.25,1
85129A,"WHITE PEARL BEADED HEART, SMALL",OTHER,1.25,1,1,1.25,1
35085E,IVORY ROSE LAMPSHADE,OTHER,1.25,1,1,1.25,1
20657,TROPICAL LUGGAGE TAG,OTHER,1.25,1,1,1.25,1
90214A,"LETTER ""A"" BLING KEY RING",OTHER,1.25,1,1,1.25,1
17091J,VANILLA INCENSE IN TIN,OTHER,1.25,1,1,1.25,1
21125,SET 6 FOOTBALL CELEBRATION CANDLES,SETS,1.25,1,1,1.25,1
20869,GOLD FABRIC MIRROR,OTHER,1.25,1,1,1.25,1
90214J,"LETTER ""J"" BLING KEY RING",OTHER,1.25,1,1,1.25,1
21390,FILIGRIS HEART WITH BUTTERFLY,OTHER,1.25,1,1,1.25,1
85049H,URBAN BLACK RIBBONS,OTHER,1.25,1,1,1.25,1
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,OTHER,1.25,1,1,1.25,1
79192A,RETRO PLASTIC 70'S TRAY,OTHER,1.25,1,1,1.25,1
51012C,"FEATHER DUSTER, COAL BLACK",OTHER,1.25,1,1,1.25,1
21068,VINTAGE BILLBOARD LOVE/HATE MUG,OTHER,1.25,1,1,1.25,1
82552,WASHROOM METAL SIGN,OTHER,1.25,1,1,1.25,1
84597C,RETRO PINK BALL ASHTRAY,OTHER,1.25,1,1,1.25,1
21747,SMALL SKULL WINDMILL,OTHER,1.25,1,1,1.25,1
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,OTHER,1.25,1,1,1.25,1
20942,SET/6 GINGERBREAD TREE T-LIGHTS,LIGHTING,1.25,1,1,1.25,1
17033,"BROCADE PURSE,SMALL ARCH BUTTON",OTHER,1.16,4,1,0.29,1
15034,PAPER POCKET TRAVELING FAN,OTHER,1.11,3,2,0.48,1
84989A,75 GREEN FAIRY CAKE CASES,OTHER,1.1,2,2,0.55,1
21520,BOOZE & WOMEN GREETING CARD,OTHER,0.86,1,1,0.86,0
84251G,"GREETING CARD, OVERCROWDED POOL.",OTHER,0.86,1,1,0.86,0
21506,"FANCY FONT BIRTHDAY CARD,",OTHER,0.86,1,1,0.86,0
16047,POP ART PEN CASE & PENS,OTHER,0.85,1,1,0.85,1
21081,SET/20 POSIES PAPER NAPKINS,SETS,0.85,1,1,0.85,1
21078,SET/20 STRAWBERRY PAPER NAPKINS,SETS,0.85,1,1,0.85,1
21077,SET/20 WOODLAND PAPER NAPKINS,SETS,0.85,1,1,0.85,1
21018,BIRD BOX CHRISTMAS TREE DECORATION,SEASONAL,0.85,1,1,0.85,1
16258B,DAISY ERASERS IN BAG,BAGS,0.84,2,1,0.42,1
21786,RAIN HAT WITH RED SPOTS,OTHER,0.84,2,2,0.42,1
85186C,BUNNY EGG GARLAND,OTHER,0.83,1,1,0.83,0
85017C,ENVELOPE 50 CURIOUS IMAGES,OTHER,0.83,1,1,0.83,0
85017A,ENVELOPE 50 ROMANTIC IMAGES,OTHER,0.83,1,1,0.83,0
85186A,EASTER BUNNY GARLAND OF FLOWERS,OTHER,0.83,1,1,0.83,0
DCGS0058,MISO PRETTY  GUM,OTHER,0.83,1,1,0.83,0
21881,CUTE CATS TAPE,OTHER,0.65,1,1,0.65,1
21884,CAKES AND BOWS GIFT  TAPE,GIFTS,0.65,1,1,0.65,1
21882,SKULLS TAPE,OTHER,0.65,1,1,0.65,1
82581,TOILET METAL SIGN,OTHER,0.55,1,1,0.55,1
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,OTHER,0.42,1,1,0.42,1
17084J,LOVE POTION MASALA INCENSE,OTHER,0.42,2,1,0.21,1
47420,ASSORTED COLOUR SUCTION CUP HOOK,OTHER,0.19,1,1,0.19,1
85049G,UNKNOWN,OTHER,0.0,240,1,0.0,0
35605A,DAMAGES,OTHER,0.0,117,1,0.0,0
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,OTHER,0.0,2,2,4.25,2
90185B,AMETHYST DIAMANTE EXPANDABLE RING,OTHER,0.0,6,2,4.25,1
90185C,BLACK DIAMANTE EXPANDABLE RING,OTHER,0.0,6,2,4.25,1
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,LIGHTING,0.0,2,2,2.95,1
79323GR,GREEN CHERRY LIGHTS,LIGHTING,0.0,4,2,6.75,2
85123A,21733 MIXED,OTHER,0.0,192,1,0.0,0
21350,UNKNOWN,OTHER,0.0,230,1,0.0,0
21646,UNKNOWN,OTHER,0.0,50,1,0.0,0
35956,LOST,OTHER,0.0,1043,1,0.0,0
21752,GLASS CAKE STAND MIRRORED BASE,OTHER,0.0,2,2,14.95,2
90209C,PINK ENAMEL+GLASS HAIR COMB,OTHER,0.0,6,2,2.1,1
22090,PAPER BUNTING RETRO SPOTS,OTHER,0.0,24,2,2.95,1
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,OTHER,0.0,4,2,6.35,1
20683,UNKNOWN,OTHER,0.0,44,1,0.0,0
84292,UNKNOWN,OTHER,0.0,17,1,0.0,0
71477,SHORT,OTHER,0.0,240,1,0.0,0
22087,PAPER BUNTING WHITE LACE,OTHER,0.0,24,2,2.95,1
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,OTHER,0.0,2,2,3.25,2
90003D,CRYSTAL PAIR HEART HAIR SLIDES,OTHER,0.0,6,2,3.75,1
18010,UNKNOWN,OTHER,0.0,770,1,0.0,0
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,OTHER,0.0,6,2,3.75,1
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,OTHER,0.0,6,2,3.75,1
90209A,PURPLE ENAMEL+GLASS HAIR COMB,OTHER,0.0,6,2,2.1,1
21733,85123A MIXED,OTHER,0.0,96,1,0.0,0
20814,SILVER FINCH DECORATION,OTHER,0.0,26,4,1.25,3
85206A,CREAM FELT EASTER EGG BASKET,OTHER,0.0,12,2,1.65,1
21133,INVCD AS 84879?,OTHER,0.0,720,1,0.0,0
M,MANUAL,OTHER,-1.1,2,2,4.55,1
21094,SET/6 RED SPOTTY PAPER PLATES,SETS,-1.41,285,6,0.78,5
47594B,SCOTTIES DESIGN WASHBAG,BAGS,-1.95,1,1,1.95,1
21576,LETS GO SHOPPING COTTON TOTE BAG,BAGS,-2.25,3,2,2.25,2
22164,STRING OF STARS CARD HOLDER,OTHER,-2.95,1,1,2.95,1
35001B,HAND OPEN SHAPE BLACK,OTHER,-5.9,2,1,2.95,1
85124A,PINK JUICY FRUIT PHOTO FRAME,OTHER,-10.13,7,2,3.86,1
21254,SET OF KITCHEN WALL  STICKERS,SETS,-11.8,4,1,2.95,1
21173,LOO ROLL  METAL SIGN,OTHER,-13.85,14,3,2.53,2
85083,KISS REINDEER SCANDINAVIAN STOCKING,OTHER,-15.3,6,1,2.55,1
22183,CAKE STAND VICTORIAN FILIGREE MED,OTHER,-27.0,4,1,6.75,1
D,DISCOUNT,OTHER,-28.0,2,2,14.0,1
22127,PARTY CONES CARNIVAL ASSORTED,OTHER,-45.0,60,3,1.25,3
